eset	rnaseq
57522	5.35166898222894	1.26079289603319
2892	3.6942609219243	-2.10928465512246
85459	6.16753026839655	2.49081229154731
126298	3.95059395845305	1.83199940449495
148266	4.32639350022263	-0.317000830111854
57732	3.91729746081438	1.7406922940221
729830	4.36811227453107	-0.432299421475215
84978	4.89246656322369	-1.08735886067125
79856	4.52163761897136	4.21008712361367
142910	3.41643451415825	-5.28523774376151
9147	8.65318905341646	4.29049319875056
157777	3.33401796610698	-0.654124503417378
79370	2.81113928475656	-0.344157951486812
57524	4.42178580922904	1.25814089254293
131368	3.08246489239598	-3.92960060779586
26033	4.19420154770105	-1.49064640388849
7174	4.53379202127952	2.23751111490497
112937	3.01383378843733	-0.994593351590399
374875	5.92592430223067	2.95359723534168
142680	3.88102261713879	-0.593847176624884
342184	4.79468381085039	-0.40144675105259
121268	3.87634292737143	-0.0137530455410286
161436	3.24415193623221	-2.62793767758871
147700	5.81067397428164	2.83731723284769
9113	3.78429132961612	1.47598868789433
27145	3.27884201210086	1.91443276822262
282763	3.94649937849579	-5.78583891247581
572	7.11074781214184	4.76262047684388
1982	12.0227218134164	5.93120231920534
4735	11.007972508157	5.2031138826388
3178	12.8232324368559	6.78631077473429
23435	9.95465449817542	3.95712469743843
1072	13.1926441966545	8.49596653147112
11335	11.3226332295016	5.31741435660208
5690	11.0235927182398	3.6933935033221
10657	10.8218324820608	5.09283618086195
10899	11.8796828474969	5.31329226940154
2830	4.51581705217707	-3.49661871231002
125111	5.35375307868779	0.567762968059938
150678	3.54128517717694	4.39743273244764
84905	4.74942602759891	1.60741872154988
56704	4.44871453690661	0.300959298999924
5905	7.79212997220292	5.1616535492995
10150	4.10308538959597	3.05689185710185
202243	4.95342890443702	1.30836424502267
286676	4.34323266556602	0.624357620403317
317701	3.5887511789569	0.0716594461692425
134285	4.19185642630082	-0.655551945940255
23576	4.29097276101537	2.28506732265545
196500	4.87610652215108	-1.04446422580536
114757	5.75529544054781	2.96740274861916
7069	5.72481689322906	0.190465258933118
56655	7.52927940953843	3.68269891519872
10158	7.9048679800961	5.1173298026035
6887	3.99593324113658	-2.78837549141496
259236	4.32406889032272	-1.89587632813588
64225	7.29888199532247	4.39136574388292
154664	3.12312492993901	-1.80119104063275
2296	9.29668725984362	5.43393533985135
124989	3.48363644667822	0.516453095829626
133522	5.6645479851864	-0.239998991973255
146177	5.32238128622935	-1.06667380711173
135458	3.09912244354951	-2.13856720031239
91057	3.70541920239628	3.30406009886863
84859	5.41160521952672	1.72598266795481
144699	3.79296517255037	2.95893060783014
131965	6.15099281120425	1.21203403810748
79671	5.71620495766317	2.11222502214971
150290	6.36211137211902	2.00348493843316
90874	4.65576652923362	-0.201269549261138
84950	8.66749107430168	3.18021746618415
152756	3.83677769479283	-0.47944300503586
220441	3.20443755405114	-0.109167115457833
222487	3.68394585298523	-2.39533231427469
221322	4.55880375652828	0.427325303250429
122481	3.42420995643699	-3.3267116715045
3656	3.6644309159262	-0.176073916894473
143684	4.41645455416275	1.24912986806522
254394	3.77720809993094	0.947938151335274
285761	6.05719537555138	1.71710870491764
89886	4.67119904716059	-2.86092171110642
256356	3.87453002100955	1.91240911993113
148581	3.0592203054009	-4.67141637134752
84162	3.39973870930759	0.883639125208283
196951	2.99276848626246	-2.087712251999
57650	4.12710802656211	1.91709488306477
120400	4.56940607004208	-6.62070350433313
139105	3.33573985119986	-1.84768945584756
256815	3.42096133298627	-5.69232350640277
220082	3.72082458232756	-3.46560481024744
27334	5.65210283904332	-0.737926405406011
2849	2.95485287910491	-4.3989032183498
84891	4.27579109041059	-5.60240020899852
128209	3.92074647309792	-3.63058225628559
200576	4.59395529251501	0.725377553346542
202374	3.2943659367861	-1.7050094769578
123355	4.67678785163678	1.46306881117378
131540	4.99201236941085	-2.60938447152912
199857	6.94929315581463	1.43615724131396
129285	8.13189542871291	2.25183677949404
65062	7.43890837586377	1.01643025987858
90203	6.27838817776245	2.20256772763857
388	6.03007793247362	5.85849466205781
1056	5.15933380530731	1.70219115282527
128977	7.11304707880579	2.80061665386544
25911	7.63912245222547	2.80745510294218
158158	7.62425141925564	1.02706199945063
245973	6.27425511702356	2.10453026046912
4907	4.18614373801748	1.0649020939276
64283	5.20077278328261	0.94650647395205
3993	6.6363579051272	5.67756497664867
1106	6.12983737311814	4.11809936506054
152206	5.04994144807352	-3.13577874565294
9652	4.83480347106195	2.46932013120601
9841	4.09712966920615	1.65613682426589
23019	6.44530629574111	2.6510645520135
2046	5.16705093451296	-1.13396983302351
159989	3.05316926336325	-1.32614885642562
219902	5.30552612186577	0.329835522865609
79707	7.06178175683079	2.20677715355665
84899	5.00295679019347	1.68144383164616
9706	5.08701769798559	1.47422401046351
9498	4.41123425380037	0.172417053960907
85464	3.98396493848831	0.656154477935372
55680	3.0726647556481	2.71129319366469
79819	3.91004775282416	-0.789159566698386
4967	5.86016565046312	4.19854718113092
54834	7.40901942330309	0.505244495809404
90199	3.10443747254242	-0.681142466744923
10771	6.47715041340973	3.3367068000444
9481	4.69191401256296	1.35931759982842
9203	5.30405233702453	2.44670492949429
285172	6.90805280140144	1.33386295437362
152992	5.54018263710258	1.04112494990993
130026	4.03472560948136	1.81360255825592
3788	4.84999712869433	-5.07377225737136
55610	4.32683332659845	0.627169336685353
83473	4.91949102767559	0.545823706730176
3683	6.04284192018385	2.63871060370074
204219	4.97765986664627	-1.54510409917186
80003	5.24560377599119	2.26504134631364
79979	5.64393426461226	1.98872524430289
23074	3.29495856500129	0.544935858185015
151790	2.7899423045133	-5.48008462165391
3976	5.07441830859958	1.84939633599172
3707	4.34653207606507	3.51745586133979
6830	3.28823496345053	4.00782510975136
9252	2.9620226304405	0.0299531774390998
9054	5.81467391303454	2.76398319564416
9759	4.51398121100367	0.43294963288635
55466	4.61752218778689	2.92231219884623
83548	4.46958766813166	1.55795216498105
113510	5.70393520792644	0.315465459287508
26228	3.98916116327066	0.968528782773535
261726	7.8839267236893	3.28880502013277
10260	7.22048295149494	-0.13881837844018
5527	8.37759199744916	4.03057875122695
5137	3.32037133439961	-1.10656895362154
9697	5.46958871216331	1.88062144546509
6991	4.69506341309175	-4.1968721135648
118421	3.67784128176871	-3.25535637789214
7083	8.81775637065081	5.16024446891977
81554	6.70340891329535	3.83108586592961
51107	7.45734857748824	5.38134450857036
25793	9.46709203207404	4.10182200753162
57555	6.11784739624776	3.15516744465081
83998	3.44166904795825	-1.88080149165185
85406	5.52572226492102	2.6737763026816
29923	9.34920510232809	4.75152430813141
4189	7.84175164068596	1.3636964508605
81573	6.38676976966506	0.954158461563538
26002	6.68023419389817	1.33038810257664
2035	5.46813359657959	2.49650962893035
140738	5.6712038679293	0.625335662108745
462	3.52906287503769	-3.60998998820194
63892	5.64615735989085	2.25656180878336
6000	3.19104341305509	-3.63409949045373
84902	5.68094515183448	2.94606323503012
79807	5.49872172321926	-0.0101467813558964
941	5.82019313809723	-1.92311092251047
54805	5.68208674581856	0.392323068443262
118427	3.11197473866821	-5.49232663691532
54970	5.7529854600616	1.45064886154186
4155	8.03812546155913	2.57573049067721
90522	7.71849299677793	3.87100625785918
