eset	rnaseq
10	7.47826638639988	-3.90254886300493
100	9.80497811747706	2.85384062809676
1000	15.200134820155	-0.91384339899761
10000	8.80307138348434	1.81672578509224
100009676	8.63733605219233	0.162809328831753
10001	12.3080734814631	1.66750967156031
10002	6.9750283452149	-2.52999489020252
10003	7.98233087031933	-3.20397666972848
100033416	6.61479432772347	2.3985994392023
100033425	7.4597178371724	-1.32565399958452
100033439	7.80081558440011	-2.57163951678614
100033821	7.47764907781348	1.34882935305113
100034743	7.42328633359572	-0.96080721774637
100037417	7.81217121041399	2.81904428959975
100038246	7.49596851526868	-2.06015960297789
10004	9.73104510804184	-0.672327215655107
100048912	7.94244702659199	2.01070623307796
100049587	7.42113359013107	-0.0852640843986676
10005	8.40397543104738	2.77221500684374
10006	10.617504688207	3.31173774746799
10007	12.4866443372763	3.03270273670987
100073347	7.93965087426626	-1.47600178752442
10008	7.92074706458604	0.685600731923513
10009	11.4707194058094	1.03699108777897
100093630	12.6870144135893	5.136224738499
100093631	8.00026498006251	-4.39288907197423
1001	6.95230161948972	4.8392361382767
10010	11.1757987264415	3.85404601524689
100101266	8.00643044640976	-1.94159153442301
100101267	12.2569996013106	2.87528696771921
100101467	7.87147275441394	1.5862466442695
10011	10.3340871089111	3.70581705182531
100113378	7.39734692297947	0.853426302273845
100113379	7.47023042036222	0.492169594376119
100113381	7.6855064736184	1.81108501711754
100113382	7.78560569896799	1.77608220750294
100113384	7.75919321454216	-0.883228240247655
100113386	7.36261165540467	1.13664342437032
100113389	7.21659259931898	-2.62574966685348
100113391	7.07570747292158	-2.37254895264932
100113392	7.31049860828429	0.600254202140076
100113393	7.89330272441376	2.34686309861643
100113402	7.40924717704732	-0.348737520233287
100113407	9.32763417988076	-1.33934274394991
100124516	7.44287578058226	5.71751808484473
100124533	7.67307719652973	-0.761332425628619
100124535	7.40811385492261	-1.11474069264818
100124536	7.70961998012615	-0.013309721563775
100124537	7.71552590383837	2.08719679783121
100124538	7.95783365348361	-2.37558978371383
100124539	7.52852695410533	0.667207588703371
100124540	7.84423222044143	-2.41742848864099
100124541	9.81997464447844	3.4295262238361
100124700	7.63514051081568	0.681925383304413
100125288	7.59323021285387	1.404549806764
100125556	7.81431382512381	-0.0329001109853593
100126270	7.5684110844557	-4.32316864076085
100126297	8.33240023667744	-1.32451671063329
100126299	8.0550093956932	-2.68774285728386
100126309	7.51476006069553	0.1654107949689
100126313	7.50807435273668	-0.762669094303863
100126314	7.73261008775727	1.60150172471839
100126317	7.33374058617767	2.05510929112402
100126327	7.37468603786205	3.63122213783297
100126328	7.47072101801168	0.40825943393892
100126331	7.37564844161023	-0.195986748221052
100126332	7.51745330187456	3.35798284350786
100126334	7.63081137306384	-0.404379905797655
100126338	7.4337861722473	4.29847541026184
100126348	7.49385656891754	1.25905564846074
100126351	7.888356137703	7.6232427077635
100126355	7.7358516694978	-1.86528860005118
100126356	7.48815048390209	-1.42030461154404
100126784	7.42277335257109	-2.20809060766228
100126791	7.47624078614524	-1.62252868312823
100126793	7.53678881556065	-0.211122479050552
100127888	7.7837203784439	-1.25551305496025
100127889	7.38078493738573	-3.08543592451908
100127983	9.01432249789685	-1.44566554266689
100128023	7.50399009821492	-3.05818415729788
100128081	7.6715923422809	-4.89571555637987
100128098	7.2698721966908	1.9065481872587
100128124	8.06665747586634	-3.04562744776697
100128126	8.19927081992489	0.660831914819083
100128164	7.36520009771603	-3.77666519439107
100128191	7.61067097632824	-0.534126370044448
100128239	7.72208712871766	-2.31061421467867
100128252	9.57424229741001	2.5613012529877
100128264	7.49201051384935	-2.58300171926562
100128288	10.6961278010084	1.6098948760077
100128292	7.92209905082268	-1.18803999366271
100128327	7.68219553185442	-5.59599438975805
100128378	7.41303967519019	-3.05587873528823
100128385	7.73789886950201	-1.33518877270854
100128398	7.76416155114232	1.55172103696734
100128420	7.57372200523579	-1.58441258698675
100128569	7.62316732033963	3.24727624615557
100128573	7.56655480567912	1.93347001921907
100128640	7.80031739458095	-1.00626359969846
100128675	7.87822118860573	0.879959219646151
100128682	7.67328474108036	-0.770856245708796
100128714	7.73940193032555	-5.97493072408989
100128731	14.2772387695882	5.98211970977307
100128782	8.14133997090123	1.41640317726002
100128788	7.56990135467986	0.264514590303313
100128811	8.1455244292344	-5.65321602568836
100128822	7.98730141827821	1.49221982736493
100128881	7.78953759246973	3.04701754427215
100128890	7.88528100376433	-1.23917567381248
100128927	8.94696521878364	1.82075555152155
100128977	7.73975245438158	-4.99433969701341
100128993	7.07536891502018	-6.12533971942278
100129027	7.52942638194494	-2.37665256440934
100129034	10.2511433695293	2.58873332423423
100129055	7.54357495852068	-6.13754735532087
100129066	7.62200821517472	-5.10360554199966
100129075	7.76532862782567	-1.70169042222544
100129128	7.59288901715191	-1.98664459269644
100129138	7.43910715474659	-0.459021669994157
100129148	7.26537802574072	2.15531026745794
100129196	7.40586444638027	-0.511811523551316
100129213	7.50890070543122	-5.92863502307712
100129216	7.65651342393366	-2.39672932566746
100129250	6.99950742971241	0.946983112757881
100129269	9.22183972738435	3.6516921679104
100129271	7.34544335424064	-3.2060979394508
100129354	7.51218742894613	-0.804870520342575
100129387	7.29768655444532	1.36514846607046
100129396	7.40347867897972	-1.14798823415214
100129405	7.83012672679267	-0.16599188053082
100129407	7.86985077259007	-4.84598108690144
100129424	7.07915731714078	1.21084991061622
100129427	7.57973303923531	-6.60367709531595
100129464	7.78504109413324	-5.11956973296419
100129480	7.78551898062926	0.818162601347081
100129482	8.03704294118607	2.11635615451094
100129518	7.50241313902902	-1.72305276996429
100129534	7.8686724875198	0.21041720895643
100129550	10.9144991443075	-0.432949211680716
100129583	7.46220238699156	-1.70958363268607
100129654	7.93742818672003	-3.74902460693973
100129716	8.16535934333361	0.789724753044449
100129722	7.55081981006691	0.354306902581255
100129726	7.64011180618834	-1.3049139845295
100129792	8.12378721106709	-2.60949276417034
100129794	7.76140611305532	-1.47180110148679
100129827	7.63461007630963	-2.73099899257897
100129842	7.61486989656687	0.824661426960874
100129917	7.72501355668779	2.21573828604811
100129924	7.44197182491415	-3.75589945891964
100129931	7.57643113137325	-3.59678632269838
10013	9.20356813967743	4.09082299195742
100130015	7.58596683982369	2.86480525703891
100130017	7.45043022508075	-1.77510414757271
100130086	7.71000774123933	-2.14874146024043
100130093	7.8126854103752	1.34995641344317
100130148	7.78533030011135	-6.1504798864016
100130238	7.12520609170658	-4.08984498693592
100130264	7.58612628496543	-3.32072668954204
100130274	7.1405913769852	-0.626191924241512
100130298	7.58442222820419	-0.663205440289869
100130301	7.56515028483685	-3.59777758546397
100130311	8.22684615943645	-0.351628214250187
100130357	7.71611899446478	-0.920726949955004
100130386	7.95148802963122	-3.52422039290381
100130449	7.69176529210278	-2.61449838282051
100130451	7.68453504639958	-0.407447622938282
100130452	7.19887568510924	-6.49118616239783
100130480	7.60643484872081	-6.61905980833776
100130519	7.42853098320074	-2.10132444203537
100130522	7.80099913149654	-0.940601955212815
100130557	7.93524837197739	0.771925659976288
100130581	7.49803116429396	1.35593452454289
100130673	7.78531376729547	-4.45532305107586
100130691	8.12528628243822	-2.05976395230461
100130705	7.51629333742033	-0.336513503759013
100130717	7.87899835406847	-0.297941906842986
100130733	7.0374640547922	-1.31352169137973
100130742	7.75975394620988	-1.36522231228125
100130771	7.81067852556051	-0.91640857582086
100130776	7.73638315282525	3.64018694152049
100130827	7.77619318808525	-4.14649475488087
100130849	7.49196537849543	-2.75296471551418
100130855	7.36858279144637	-0.230028292992526
100130872	7.61900732028573	-0.863493143714212
100130880	7.41225813583362	-3.0405078126581
100130889	7.42077687907494	-3.40126087010696
100130894	7.43079414027996	-0.477127373158534
100130950	7.43843313225384	-0.554505729766668
100130958	7.69719032386816	-0.0718671561902857
100130967	7.474504827697	-1.04134744271251
100130987	7.61579619605913	0.386966678890218
100130992	7.8609627217794	-2.36775363281238
100131060	7.44183991435187	-3.89133229472576
100131094	7.64745949923191	0.466365405610632
100131138	7.85099045451972	-4.09440302930243
100131176	7.86898259722792	-0.94802340818313
100131187	8.11949284754843	5.11483303208982
100131193	7.65936405713797	0.770987317481907
100131205	13.6705645387537	6.93905840371424
100131211	8.31288041828381	-0.382589902656747
100131213	7.88203815214683	-0.279763184147274
100131244	7.42449772662053	-4.33801574455792
100131257	8.4128424010082	2.2072046921583
100131289	7.62259162415186	1.55046371516657
100131320	7.16746915201718	-2.70793406251196
100131378	7.84748316844532	-0.725642552863989
100131390	7.81612069372256	-2.43868842586596
100131439	7.57827985316425	-6.29988270203082
100131454	7.56276502075178	-2.63041027109039
100131496	7.67889054644728	-1.11672808937773
100131551	7.38038943884189	-0.891826410152738
100131561	7.64750981750634	-3.5940200051965
100131564	7.80123215002277	2.48633551421807
100131655	7.85823383203691	-0.148618414759369
100131691	7.69459248229348	0.388533965651766
100131726	7.74026711233236	-2.7746705287463
100131733	8.05361634077151	-0.86046809808647
100131755	8.32265583141581	0.54976153493318
100131801	11.6188793170066	5.61517464606008
100131825	7.35981807239692	-0.943640675201799
100131827	8.21820147440049	1.01125127799278
100131897	7.87172088811826	-3.54590472533475
100131980	7.89942295076494	-5.87792389806036
100132057	7.83719083755006	0.133883451202199
100132101	8.19403400229638	1.57352300231845
100132111	7.39860011471097	0.30131385616185
100132146	7.48082279481477	-4.3342616589584
100132215	7.50190311002099	-0.273588194256523
100132273	7.44895258803375	1.50811733471666
100132288	9.79190564849489	2.71283133425055
100132341	7.82162786460123	2.47077652140492
100132354	7.84251365266379	-4.75722108061355
100132356	7.66838331734833	1.8022508075629
100132396	7.72155480927465	-5.08549922119709
100132403	7.35545652457428	0.0855967970000867
100132406	11.9104739177445	2.06895488444866
100132417	7.97267989730169	0.768304254914245
100132463	7.67486190151507	-4.25514790399748
100132526	7.82138692218683	-0.470078106432125
100132596	8.06430086372986	-3.49410708786668
100132707	8.19974507906935	-0.0793494672446785
100132708	7.76817459178516	-1.65200105791075
100132724	7.61708230796546	-2.68927481860526
100132774	7.62091324381679	1.77068127597101
100132781	7.5966527971297	-1.06723988436773
100132831	7.54439590317769	-5.92536931829488
100132832	7.31496429427412	4.16473360159551
100132891	8.17930026474798	-1.67972320268444
100132911	7.49046324412269	1.76771783500171
100132923	7.23787446879467	-1.53749442775439
100132979	8.14567445846948	-2.74771883555675
